date,sku,qty,amount,region
2025-05-13,KEYCAP-SET,3,95.94,eu
2025-06-14,INVOICE-PAD,5,164.17,apac
2025-07-15,WIDGET-1,11,217.37,west
2025-08-16,WIDGET-PRO,13,460.97,east
2025-09-17,CABLE-USB,3,131.93,north
2025-10-18,DOCK-HDMI,11,899.06,south
2025-11-19,KEYCAP-SET,2,25.76,eu
2025-12-20,INVOICE-PAD,10,557.00,apac
2025-01-21,WIDGET-1,11,622.09,west
2025-02-22,WIDGET-PRO,11,71.15,east
2025-03-23,CABLE-USB,8,625.36,north
2025-04-24,DOCK-HDMI,8,158.70,south
2025-05-25,KEYCAP-SET,3,157.36,eu
2025-06-26,INVOICE-PAD,12,638.68,apac
2025-07-27,WIDGET-1,6,173.75,west
2025-08-28,WIDGET-PRO,9,535.92,east
2025-09-01,CABLE-USB,8,176.24,north
2025-10-02,DOCK-HDMI,8,452.56,south
2025-11-03,KEYCAP-SET,12,483.45,eu
2025-12-04,INVOICE-PAD,11,316.97,apac
2025-01-05,WIDGET-1,2,137.61,west
2025-02-06,WIDGET-PRO,13,632.47,east
2025-03-07,CABLE-USB,1,80.52,north
2025-04-08,DOCK-HDMI,11,417.39,south
2025-05-09,KEYCAP-SET,7,599.20,eu
2025-06-10,INVOICE-PAD,12,506.29,apac
2025-07-11,WIDGET-1,13,637.52,west
2025-08-12,WIDGET-PRO,11,855.52,east
2025-09-13,CABLE-USB,9,436.37,north
2025-10-14,DOCK-HDMI,6,219.14,south
2025-11-15,KEYCAP-SET,10,848.60,eu
2025-12-16,INVOICE-PAD,5,419.48,apac
2025-01-17,WIDGET-1,1,88.59,west
2025-02-18,WIDGET-PRO,2,156.12,east
2025-03-19,CABLE-USB,1,88.26,north
2025-04-20,DOCK-HDMI,6,423.19,south
2025-05-21,KEYCAP-SET,7,264.14,eu
2025-06-22,INVOICE-PAD,3,159.69,apac
2025-07-23,WIDGET-1,1,12.40,west
2025-08-24,WIDGET-PRO,13,596.58,east
2025-09-25,CABLE-USB,9,55.29,north
2025-10-26,DOCK-HDMI,3,35.04,south
2025-11-27,KEYCAP-SET,6,411.71,eu
2025-12-28,INVOICE-PAD,5,293.87,apac
2025-01-01,WIDGET-1,9,749.51,west
2025-02-02,WIDGET-PRO,11,813.94,east
2025-03-03,CABLE-USB,11,799.43,north
2025-04-04,DOCK-HDMI,2,153.15,south
2025-05-05,KEYCAP-SET,10,141.32,eu
2025-06-06,INVOICE-PAD,6,232.83,apac
2025-07-07,WIDGET-1,9,438.66,west
2025-08-08,WIDGET-PRO,7,53.48,east
2025-09-09,CABLE-USB,2,140.34,north
2025-10-10,DOCK-HDMI,2,107.16,south
2025-11-11,KEYCAP-SET,13,1120.80,eu
2025-12-12,INVOICE-PAD,3,56.22,apac
2025-01-13,WIDGET-1,8,502.76,west
2025-02-14,WIDGET-PRO,10,325.58,east
2025-03-15,CABLE-USB,1,53.95,north
2025-04-16,DOCK-HDMI,8,247.78,south
2025-05-17,KEYCAP-SET,5,76.17,eu
2025-06-18,INVOICE-PAD,8,344.39,apac
2025-07-19,WIDGET-1,13,148.79,west
2025-08-20,WIDGET-PRO,2,110.29,east
2025-09-21,CABLE-USB,1,52.22,north
2025-10-22,DOCK-HDMI,10,781.56,south
2025-11-23,KEYCAP-SET,1,12.38,eu
2025-12-24,INVOICE-PAD,11,935.28,apac
2025-01-25,WIDGET-1,5,339.51,west
2025-02-26,WIDGET-PRO,3,127.92,east
2025-03-27,CABLE-USB,2,18.58,north
2025-04-28,DOCK-HDMI,3,264.61,south
2025-05-01,KEYCAP-SET,12,1023.88,eu
2025-06-02,INVOICE-PAD,2,53.68,apac
2025-07-03,WIDGET-1,2,165.04,west
2025-08-04,WIDGET-PRO,2,166.39,east
2025-09-05,CABLE-USB,5,391.57,north
2025-10-06,DOCK-HDMI,6,393.30,south
2025-11-07,KEYCAP-SET,1,34.26,eu
2025-12-08,INVOICE-PAD,2,138.28,apac
2025-01-09,WIDGET-1,7,267.77,west
2025-02-10,WIDGET-PRO,10,635.50,east
2025-03-11,CABLE-USB,10,50.17,north
2025-04-12,DOCK-HDMI,13,403.76,south
2025-05-13,KEYCAP-SET,12,472.14,eu
2025-06-14,INVOICE-PAD,7,45.07,apac
2025-07-15,WIDGET-1,13,1054.84,west
2025-08-16,WIDGET-PRO,10,861.75,east
2025-09-17,CABLE-USB,2,92.90,north
2025-10-18,DOCK-HDMI,13,313.17,south
2025-11-19,KEYCAP-SET,13,908.45,eu
2025-12-20,INVOICE-PAD,1,63.00,apac
2025-01-21,WIDGET-1,5,110.64,west
2025-02-22,WIDGET-PRO,10,546.49,east
2025-03-23,CABLE-USB,4,126.50,north
2025-04-24,DOCK-HDMI,11,896.11,south
2025-05-25,KEYCAP-SET,3,51.53,eu
2025-06-26,INVOICE-PAD,2,57.73,apac
2025-07-27,WIDGET-1,6,324.33,west
2025-08-28,WIDGET-PRO,8,553.92,east
2025-09-01,CABLE-USB,1,21.39,north
2025-10-02,DOCK-HDMI,11,949.34,south
2025-11-03,KEYCAP-SET,2,161.06,eu
2025-12-04,INVOICE-PAD,5,271.17,apac
2025-01-05,WIDGET-1,4,154.85,west
2025-02-06,WIDGET-PRO,1,9.17,east
2025-03-07,CABLE-USB,7,229.43,north
2025-04-08,DOCK-HDMI,2,45.27,south
2025-05-09,KEYCAP-SET,10,844.69,eu
2025-06-10,INVOICE-PAD,13,953.78,apac
2025-07-11,WIDGET-1,7,173.62,west
2025-08-12,WIDGET-PRO,13,365.64,east
2025-09-13,CABLE-USB,3,171.85,north
2025-10-14,DOCK-HDMI,5,108.84,south
2025-11-15,KEYCAP-SET,7,393.44,eu
2025-12-16,INVOICE-PAD,10,433.25,apac
2025-01-17,WIDGET-1,12,50.72,west
2025-02-18,WIDGET-PRO,1,81.24,east
2025-03-19,CABLE-USB,9,115.08,north
2025-04-20,DOCK-HDMI,6,216.24,south
2025-05-21,KEYCAP-SET,12,894.17,eu
2025-06-22,INVOICE-PAD,10,651.71,apac
2025-07-23,WIDGET-1,8,42.36,west
2025-08-24,WIDGET-PRO,10,298.04,east
2025-09-25,CABLE-USB,3,12.54,north
2025-10-26,DOCK-HDMI,6,307.66,south
2025-11-27,KEYCAP-SET,11,714.01,eu
2025-12-28,INVOICE-PAD,13,532.89,apac
2025-01-01,WIDGET-1,2,76.50,west
2025-02-02,WIDGET-PRO,6,41.49,east
2025-03-03,CABLE-USB,3,34.14,north
2025-04-04,DOCK-HDMI,5,69.75,south
2025-05-05,KEYCAP-SET,5,388.87,eu
2025-06-06,INVOICE-PAD,11,776.70,apac
2025-07-07,WIDGET-1,3,208.21,west
2025-08-08,WIDGET-PRO,13,816.99,east
2025-09-09,CABLE-USB,2,11.69,north
2025-10-10,DOCK-HDMI,11,811.50,south
2025-11-11,KEYCAP-SET,1,33.07,eu
2025-12-12,INVOICE-PAD,10,662.50,apac
2025-01-13,WIDGET-1,13,1020.95,west
2025-02-14,WIDGET-PRO,7,285.26,east
2025-03-15,CABLE-USB,7,74.80,north
2025-04-16,DOCK-HDMI,9,328.23,south
2025-05-17,KEYCAP-SET,1,75.26,eu
2025-06-18,INVOICE-PAD,12,115.62,apac
2025-07-19,WIDGET-1,3,220.70,west
2025-08-20,WIDGET-PRO,12,50.21,east
2025-09-21,CABLE-USB,10,548.77,north
2025-10-22,DOCK-HDMI,5,76.26,south
2025-11-23,KEYCAP-SET,5,184.98,eu
2025-12-24,INVOICE-PAD,2,173.35,apac
2025-01-25,WIDGET-1,3,53.97,west
2025-02-26,WIDGET-PRO,1,69.98,east
2025-03-27,CABLE-USB,13,73.64,north
2025-04-28,DOCK-HDMI,2,37.94,south
2025-05-01,KEYCAP-SET,12,210.24,eu
2025-06-02,INVOICE-PAD,6,104.10,apac
2025-07-03,WIDGET-1,13,938.03,west
2025-08-04,WIDGET-PRO,8,452.98,east
2025-09-05,CABLE-USB,5,70.42,north
2025-10-06,DOCK-HDMI,9,636.98,south
2025-11-07,KEYCAP-SET,4,91.31,eu
2025-12-08,INVOICE-PAD,10,377.52,apac
2025-01-09,WIDGET-1,9,642.75,west
2025-02-10,WIDGET-PRO,11,192.28,east
2025-03-11,CABLE-USB,1,24.16,north
2025-04-12,DOCK-HDMI,3,189.36,south
2025-05-13,KEYCAP-SET,2,92.23,eu
2025-06-14,INVOICE-PAD,6,289.85,apac
2025-07-15,WIDGET-1,2,89.00,west
2025-08-16,WIDGET-PRO,10,565.71,east
2025-09-17,CABLE-USB,5,364.33,north
2025-10-18,DOCK-HDMI,4,291.17,south
2025-11-19,KEYCAP-SET,5,362.03,eu
2025-12-20,INVOICE-PAD,1,55.23,apac
2025-01-21,WIDGET-1,4,118.36,west
2025-02-22,WIDGET-PRO,6,289.67,east
2025-03-23,CABLE-USB,10,666.84,north
2025-04-24,DOCK-HDMI,11,868.00,south
2025-05-25,KEYCAP-SET,11,220.39,eu
2025-06-26,INVOICE-PAD,1,8.83,apac
2025-07-27,WIDGET-1,11,843.58,west
2025-08-28,WIDGET-PRO,9,456.31,east
2025-09-01,CABLE-USB,9,42.92,north
2025-10-02,DOCK-HDMI,9,712.67,south
2025-11-03,KEYCAP-SET,9,321.12,eu
2025-12-04,INVOICE-PAD,8,519.85,apac
2025-01-05,WIDGET-1,4,123.37,west
2025-02-06,WIDGET-PRO,8,492.29,east
2025-03-07,CABLE-USB,11,804.76,north
2025-04-08,DOCK-HDMI,2,101.47,south
2025-05-09,KEYCAP-SET,8,97.15,eu
2025-06-10,INVOICE-PAD,2,13.74,apac
2025-07-11,WIDGET-1,1,66.25,west
2025-08-12,WIDGET-PRO,6,280.11,east
2025-09-13,CABLE-USB,10,226.83,north
2025-10-14,DOCK-HDMI,6,339.77,south
2025-11-15,KEYCAP-SET,10,747.64,eu
2025-12-16,INVOICE-PAD,7,586.58,apac
2025-01-17,WIDGET-1,6,217.87,west
2025-02-18,WIDGET-PRO,12,804.13,east
2025-03-19,CABLE-USB,4,202.48,north
2025-04-20,DOCK-HDMI,7,536.45,south
2025-05-21,KEYCAP-SET,3,100.00,eu
2025-06-22,INVOICE-PAD,11,757.12,apac
2025-07-23,WIDGET-1,7,72.35,west
2025-08-24,WIDGET-PRO,2,99.08,east
2025-09-25,CABLE-USB,11,396.70,north
2025-10-26,DOCK-HDMI,8,546.98,south
2025-11-27,KEYCAP-SET,6,110.41,eu
2025-12-28,INVOICE-PAD,13,857.10,apac
2025-01-01,WIDGET-1,10,734.13,west
2025-02-02,WIDGET-PRO,9,793.77,east
2025-03-03,CABLE-USB,4,233.14,north
2025-04-04,DOCK-HDMI,1,63.31,south
2025-05-05,KEYCAP-SET,2,130.65,eu
2025-06-06,INVOICE-PAD,6,498.82,apac
2025-07-07,WIDGET-1,7,448.94,west
2025-08-08,WIDGET-PRO,1,18.47,east
2025-09-09,CABLE-USB,11,868.07,north
2025-10-10,DOCK-HDMI,1,10.19,south
2025-11-11,KEYCAP-SET,10,746.49,eu
2025-12-12,INVOICE-PAD,8,608.62,apac
2025-01-13,WIDGET-1,4,233.60,west
2025-02-14,WIDGET-PRO,9,791.46,east
2025-03-15,CABLE-USB,12,658.20,north
2025-04-16,DOCK-HDMI,1,38.15,south
2025-05-17,KEYCAP-SET,3,50.95,eu
2025-06-18,INVOICE-PAD,8,54.70,apac
2025-07-19,WIDGET-1,7,357.13,west
2025-08-20,WIDGET-PRO,3,41.43,east
2025-09-21,CABLE-USB,5,170.36,north
2025-10-22,DOCK-HDMI,11,873.46,south
2025-11-23,KEYCAP-SET,13,795.99,eu
2025-12-24,INVOICE-PAD,5,355.13,apac
2025-01-25,WIDGET-1,13,728.84,west
2025-02-26,WIDGET-PRO,4,287.88,east
2025-03-27,CABLE-USB,3,138.34,north
2025-04-28,DOCK-HDMI,1,30.48,south
2025-05-01,KEYCAP-SET,4,42.79,eu
2025-06-02,INVOICE-PAD,2,17.04,apac
2025-07-03,WIDGET-1,10,801.32,west
2025-08-04,WIDGET-PRO,6,447.30,east
2025-09-05,CABLE-USB,2,77.31,north
2025-10-06,DOCK-HDMI,11,283.28,south
2025-11-07,KEYCAP-SET,9,449.96,eu
2025-12-08,INVOICE-PAD,4,108.37,apac
2025-01-09,WIDGET-1,9,161.68,west
2025-02-10,WIDGET-PRO,3,45.98,east
2025-03-11,CABLE-USB,8,50.37,north
2025-04-12,DOCK-HDMI,9,308.92,south
2025-05-13,KEYCAP-SET,1,81.18,eu
2025-06-14,INVOICE-PAD,11,638.74,apac
2025-07-15,WIDGET-1,1,86.24,west
2025-08-16,WIDGET-PRO,13,981.73,east
2025-09-17,CABLE-USB,8,478.16,north
2025-10-18,DOCK-HDMI,13,148.18,south
2025-11-19,KEYCAP-SET,4,259.86,eu
2025-12-20,INVOICE-PAD,11,966.64,apac
2025-01-21,WIDGET-1,11,349.71,west
2025-02-22,WIDGET-PRO,2,119.59,east
2025-03-23,CABLE-USB,6,175.23,north
2025-04-24,DOCK-HDMI,10,636.89,south
2025-05-25,KEYCAP-SET,5,62.67,eu
2025-06-26,INVOICE-PAD,5,250.67,apac
2025-07-27,WIDGET-1,10,794.39,west
2025-08-28,WIDGET-PRO,5,233.83,east
2025-09-01,CABLE-USB,6,311.52,north
2025-10-02,DOCK-HDMI,10,700.56,south
2025-11-03,KEYCAP-SET,1,25.42,eu
2025-12-04,INVOICE-PAD,5,98.96,apac
2025-01-05,WIDGET-1,2,75.34,west
2025-02-06,WIDGET-PRO,1,55.91,east
2025-03-07,CABLE-USB,2,156.46,north
2025-04-08,DOCK-HDMI,6,317.00,south
2025-05-09,KEYCAP-SET,11,556.70,eu
2025-06-10,INVOICE-PAD,12,82.22,apac
2025-07-11,WIDGET-1,5,241.23,west
2025-08-12,WIDGET-PRO,9,259.40,east
2025-09-13,CABLE-USB,4,99.64,north
2025-10-14,DOCK-HDMI,12,668.82,south
2025-11-15,KEYCAP-SET,2,95.37,eu
2025-12-16,INVOICE-PAD,6,188.31,apac
2025-01-17,WIDGET-1,11,885.93,west
2025-02-18,WIDGET-PRO,11,722.05,east
2025-03-19,CABLE-USB,2,149.51,north
2025-04-20,DOCK-HDMI,11,685.93,south
2025-05-21,KEYCAP-SET,12,1032.54,eu
2025-06-22,INVOICE-PAD,10,234.50,apac
2025-07-23,WIDGET-1,9,293.12,west
2025-08-24,WIDGET-PRO,6,293.89,east
2025-09-25,CABLE-USB,6,64.13,north
2025-10-26,DOCK-HDMI,5,437.34,south
2025-11-27,KEYCAP-SET,5,146.65,eu
2025-12-28,INVOICE-PAD,8,270.65,apac
2025-01-01,WIDGET-1,4,288.31,west
2025-02-02,WIDGET-PRO,7,155.11,east
2025-03-03,CABLE-USB,11,735.92,north
2025-04-04,DOCK-HDMI,2,39.47,south
2025-05-05,KEYCAP-SET,5,417.45,eu
2025-06-06,INVOICE-PAD,1,44.28,apac
2025-07-07,WIDGET-1,10,410.98,west
2025-08-08,WIDGET-PRO,9,678.08,east
2025-09-09,CABLE-USB,2,12.00,north
2025-10-10,DOCK-HDMI,2,114.43,south
2025-11-11,KEYCAP-SET,3,257.06,eu
2025-12-12,INVOICE-PAD,11,421.23,apac
2025-01-13,WIDGET-1,13,751.43,west
2025-02-14,WIDGET-PRO,9,303.82,east
2025-03-15,CABLE-USB,3,201.82,north
2025-04-16,DOCK-HDMI,5,347.01,south
2025-05-17,KEYCAP-SET,1,73.17,eu
2025-06-18,INVOICE-PAD,8,230.34,apac
2025-07-19,WIDGET-1,8,34.72,west
2025-08-20,WIDGET-PRO,10,770.84,east
2025-09-21,CABLE-USB,9,680.87,north
2025-10-22,DOCK-HDMI,7,393.86,south
2025-11-23,KEYCAP-SET,12,348.31,eu
2025-12-24,INVOICE-PAD,3,63.64,apac
2025-01-25,WIDGET-1,11,710.78,west
2025-02-26,WIDGET-PRO,3,82.21,east
2025-03-27,CABLE-USB,6,490.56,north
2025-04-28,DOCK-HDMI,13,938.88,south
2025-05-01,KEYCAP-SET,2,120.05,eu
2025-06-02,INVOICE-PAD,6,447.29,apac
2025-07-03,WIDGET-1,2,160.45,west
2025-08-04,WIDGET-PRO,5,437.63,east
2025-09-05,CABLE-USB,9,58.73,north
2025-10-06,DOCK-HDMI,8,405.45,south
2025-11-07,KEYCAP-SET,9,394.99,eu
2025-12-08,INVOICE-PAD,9,383.70,apac
2025-01-09,WIDGET-1,7,241.29,west
2025-02-10,WIDGET-PRO,12,682.19,east
2025-03-11,CABLE-USB,7,31.21,north
2025-04-12,DOCK-HDMI,8,442.26,south
2025-05-13,KEYCAP-SET,9,704.30,eu
2025-06-14,INVOICE-PAD,6,360.67,apac
2025-07-15,WIDGET-1,10,239.86,west
2025-08-16,WIDGET-PRO,13,844.25,east
2025-09-17,CABLE-USB,2,162.12,north
2025-10-18,DOCK-HDMI,8,185.03,south
2025-11-19,KEYCAP-SET,5,150.18,eu
2025-12-20,INVOICE-PAD,9,524.29,apac
2025-01-21,WIDGET-1,12,95.79,west
2025-02-22,WIDGET-PRO,13,220.83,east
2025-03-23,CABLE-USB,8,543.00,north
2025-04-24,DOCK-HDMI,2,84.16,south
2025-05-25,KEYCAP-SET,3,61.90,eu
2025-06-26,INVOICE-PAD,2,118.08,apac
2025-07-27,WIDGET-1,5,363.54,west
2025-08-28,WIDGET-PRO,4,290.54,east
2025-09-01,CABLE-USB,12,872.42,north
2025-10-02,DOCK-HDMI,4,139.83,south
2025-11-03,KEYCAP-SET,8,459.94,eu
2025-12-04,INVOICE-PAD,5,125.92,apac
2025-01-05,WIDGET-1,1,32.21,west
2025-02-06,WIDGET-PRO,9,441.96,east
2025-03-07,CABLE-USB,7,102.36,north
2025-04-08,DOCK-HDMI,13,1004.61,south
2025-05-09,KEYCAP-SET,12,428.72,eu
2025-06-10,INVOICE-PAD,12,855.56,apac
2025-07-11,WIDGET-1,2,109.51,west
2025-08-12,WIDGET-PRO,10,270.17,east
2025-09-13,CABLE-USB,5,368.08,north
2025-10-14,DOCK-HDMI,10,684.98,south
2025-11-15,KEYCAP-SET,6,24.18,eu
2025-12-16,INVOICE-PAD,1,85.71,apac
2025-01-17,WIDGET-1,6,460.08,west
2025-02-18,WIDGET-PRO,10,87.36,east
2025-03-19,CABLE-USB,4,326.93,north
2025-04-20,DOCK-HDMI,12,500.99,south
2025-05-21,KEYCAP-SET,9,77.26,eu
2025-06-22,INVOICE-PAD,3,119.91,apac
2025-07-23,WIDGET-1,6,88.27,west
2025-08-24,WIDGET-PRO,6,362.43,east
2025-09-25,CABLE-USB,7,65.24,north
2025-10-26,DOCK-HDMI,1,72.71,south
2025-11-27,KEYCAP-SET,9,680.74,eu
2025-12-28,INVOICE-PAD,10,85.01,apac
2025-01-01,WIDGET-1,5,444.63,west
2025-02-02,WIDGET-PRO,1,62.05,east
2025-03-03,CABLE-USB,12,329.70,north
2025-04-04,DOCK-HDMI,3,151.70,south
2025-05-05,KEYCAP-SET,8,114.66,eu
2025-06-06,INVOICE-PAD,2,20.29,apac
2025-07-07,WIDGET-1,10,40.86,west
2025-08-08,WIDGET-PRO,12,955.47,east
2025-09-09,CABLE-USB,5,191.36,north
2025-10-10,DOCK-HDMI,2,84.07,south
2025-11-11,KEYCAP-SET,13,696.32,eu
2025-12-12,INVOICE-PAD,8,543.03,apac
2025-01-13,WIDGET-1,8,485.73,west
2025-02-14,WIDGET-PRO,4,281.35,east
2025-03-15,CABLE-USB,3,255.88,north
2025-04-16,DOCK-HDMI,13,251.15,south
2025-05-17,KEYCAP-SET,1,38.41,eu
2025-06-18,INVOICE-PAD,9,395.12,apac
2025-07-19,WIDGET-1,7,619.38,west
2025-08-20,WIDGET-PRO,10,867.84,east
2025-09-21,CABLE-USB,11,557.58,north
2025-10-22,DOCK-HDMI,13,448.34,south
2025-11-23,KEYCAP-SET,10,139.01,eu
2025-12-24,INVOICE-PAD,5,181.68,apac
2025-01-25,WIDGET-1,1,73.06,west
2025-02-26,WIDGET-PRO,2,39.03,east
2025-03-27,CABLE-USB,6,47.56,north
2025-04-28,DOCK-HDMI,5,272.96,south
2025-05-01,KEYCAP-SET,12,149.31,eu
2025-06-02,INVOICE-PAD,6,377.03,apac
2025-07-03,WIDGET-1,13,475.90,west
2025-08-04,WIDGET-PRO,5,373.98,east
2025-09-05,CABLE-USB,8,675.40,north
2025-10-06,DOCK-HDMI,3,177.72,south
2025-11-07,KEYCAP-SET,6,525.29,eu
2025-12-08,INVOICE-PAD,3,193.29,apac
2025-01-09,WIDGET-1,11,699.39,west
2025-02-10,WIDGET-PRO,3,196.84,east
2025-03-11,CABLE-USB,2,61.91,north
2025-04-12,DOCK-HDMI,9,764.59,south
2025-05-13,KEYCAP-SET,2,10.20,eu
2025-06-14,INVOICE-PAD,3,187.47,apac
2025-07-15,WIDGET-1,6,310.72,west
2025-08-16,WIDGET-PRO,4,329.89,east
2025-09-17,CABLE-USB,9,189.24,north
2025-10-18,DOCK-HDMI,5,28.79,south
2025-11-19,KEYCAP-SET,10,112.79,eu
2025-12-20,INVOICE-PAD,7,412.63,apac
2025-01-21,WIDGET-1,5,199.76,west
2025-02-22,WIDGET-PRO,5,104.57,east
2025-03-23,CABLE-USB,2,140.73,north
2025-04-24,DOCK-HDMI,13,342.55,south
2025-05-25,KEYCAP-SET,2,15.79,eu
2025-06-26,INVOICE-PAD,12,214.13,apac
2025-07-27,WIDGET-1,4,96.00,west
2025-08-28,WIDGET-PRO,4,39.09,east
2025-09-01,CABLE-USB,11,428.03,north
2025-10-02,DOCK-HDMI,7,166.56,south
2025-11-03,KEYCAP-SET,1,73.59,eu
2025-12-04,INVOICE-PAD,8,485.54,apac
2025-01-05,WIDGET-1,4,71.12,west
2025-02-06,WIDGET-PRO,8,709.94,east
2025-03-07,CABLE-USB,8,166.13,north
2025-04-08,DOCK-HDMI,7,111.12,south
2025-05-09,KEYCAP-SET,10,770.10,eu
2025-06-10,INVOICE-PAD,4,141.13,apac
2025-07-11,WIDGET-1,5,221.79,west
2025-08-12,WIDGET-PRO,11,354.75,east
2025-09-13,CABLE-USB,4,287.42,north
2025-10-14,DOCK-HDMI,8,286.83,south
2025-11-15,KEYCAP-SET,9,466.86,eu
2025-12-16,INVOICE-PAD,11,146.96,apac
2025-01-17,WIDGET-1,9,523.38,west
2025-02-18,WIDGET-PRO,10,333.24,east
2025-03-19,CABLE-USB,9,327.69,north
2025-04-20,DOCK-HDMI,9,772.80,south
2025-05-21,KEYCAP-SET,7,285.00,eu
2025-06-22,INVOICE-PAD,12,380.09,apac
2025-07-23,WIDGET-1,4,181.25,west
2025-08-24,WIDGET-PRO,13,566.07,east
2025-09-25,CABLE-USB,8,682.62,north
2025-10-26,DOCK-HDMI,3,18.79,south
2025-11-27,KEYCAP-SET,4,350.11,eu
2025-12-28,INVOICE-PAD,4,119.11,apac
2025-01-01,WIDGET-1,1,13.79,west
2025-02-02,WIDGET-PRO,4,224.13,east
2025-03-03,CABLE-USB,11,407.03,north
2025-04-04,DOCK-HDMI,11,173.88,south
2025-05-05,KEYCAP-SET,2,95.79,eu
2025-06-06,INVOICE-PAD,13,1070.54,apac
2025-07-07,WIDGET-1,5,105.56,west
2025-08-08,WIDGET-PRO,7,482.91,east
2025-09-09,CABLE-USB,5,88.13,north
2025-10-10,DOCK-HDMI,11,912.45,south
2025-11-11,KEYCAP-SET,6,280.75,eu
2025-12-12,INVOICE-PAD,9,633.71,apac
2025-01-13,WIDGET-1,11,217.40,west
2025-02-14,WIDGET-PRO,11,194.22,east
2025-03-15,CABLE-USB,9,712.63,north
2025-04-16,DOCK-HDMI,4,110.64,south
2025-05-17,KEYCAP-SET,12,223.93,eu
2025-06-18,INVOICE-PAD,4,46.47,apac
2025-07-19,WIDGET-1,7,391.51,west
2025-08-20,WIDGET-PRO,10,449.32,east
2025-09-21,CABLE-USB,12,516.89,north
2025-10-22,DOCK-HDMI,3,184.64,south
2025-11-23,KEYCAP-SET,5,343.77,eu
2025-12-24,INVOICE-PAD,8,436.57,apac
2025-01-25,WIDGET-1,7,342.46,west
2025-02-26,WIDGET-PRO,10,315.37,east
2025-03-27,CABLE-USB,1,76.47,north
2025-04-28,DOCK-HDMI,9,128.01,south
2025-05-01,KEYCAP-SET,5,71.68,eu
2025-06-02,INVOICE-PAD,8,315.68,apac
2025-07-03,WIDGET-1,1,19.55,west
2025-08-04,WIDGET-PRO,12,846.70,east
2025-09-05,CABLE-USB,13,578.97,north
2025-10-06,DOCK-HDMI,13,1009.98,south
2025-11-07,KEYCAP-SET,13,53.31,eu
2025-12-08,INVOICE-PAD,4,330.56,apac
2025-01-09,WIDGET-1,11,64.48,west
2025-02-10,WIDGET-PRO,4,263.67,east
2025-03-11,CABLE-USB,9,621.00,north
2025-04-12,DOCK-HDMI,12,325.20,south
2025-05-13,KEYCAP-SET,13,605.17,eu
2025-06-14,INVOICE-PAD,7,236.42,apac
2025-07-15,WIDGET-1,3,70.37,west
2025-08-16,WIDGET-PRO,6,329.51,east
2025-09-17,CABLE-USB,13,400.52,north
2025-10-18,DOCK-HDMI,1,25.19,south
2025-11-19,KEYCAP-SET,5,190.87,eu
2025-12-20,INVOICE-PAD,9,216.44,apac
2025-01-21,WIDGET-1,1,82.86,west
2025-02-22,WIDGET-PRO,6,279.00,east
2025-03-23,CABLE-USB,5,363.51,north
2025-04-24,DOCK-HDMI,9,124.76,south
2025-05-25,KEYCAP-SET,3,36.60,eu
2025-06-26,INVOICE-PAD,10,76.49,apac
2025-07-27,WIDGET-1,4,241.68,west
2025-08-28,WIDGET-PRO,3,191.36,east
2025-09-01,CABLE-USB,10,694.54,north
2025-10-02,DOCK-HDMI,7,383.83,south
2025-11-03,KEYCAP-SET,1,47.15,eu
2025-12-04,INVOICE-PAD,11,685.24,apac
2025-01-05,WIDGET-1,13,466.47,west
2025-02-06,WIDGET-PRO,3,90.60,east
2025-03-07,CABLE-USB,10,431.70,north
2025-04-08,DOCK-HDMI,11,289.32,south
2025-05-09,KEYCAP-SET,12,706.16,eu
2025-06-10,INVOICE-PAD,5,342.93,apac
2025-07-11,WIDGET-1,10,599.83,west
2025-08-12,WIDGET-PRO,4,313.91,east
2025-09-13,CABLE-USB,2,59.47,north
2025-10-14,DOCK-HDMI,12,413.43,south
2025-11-15,KEYCAP-SET,5,72.92,eu
2025-12-16,INVOICE-PAD,6,408.80,apac
2025-01-17,WIDGET-1,1,58.40,west
2025-02-18,WIDGET-PRO,7,61.33,east
2025-03-19,CABLE-USB,13,224.15,north
2025-04-20,DOCK-HDMI,10,771.46,south
2025-05-21,KEYCAP-SET,1,65.79,eu
2025-06-22,INVOICE-PAD,1,76.31,apac
2025-07-23,WIDGET-1,2,120.77,west
2025-08-24,WIDGET-PRO,4,134.54,east
2025-09-25,CABLE-USB,1,41.49,north
2025-10-26,DOCK-HDMI,8,612.09,south
2025-11-27,KEYCAP-SET,13,246.11,eu
2025-12-28,INVOICE-PAD,9,460.87,apac
2025-01-01,WIDGET-1,9,67.44,west
2025-02-02,WIDGET-PRO,13,89.45,east
2025-03-03,CABLE-USB,7,82.53,north
2025-04-04,DOCK-HDMI,5,150.98,south
2025-05-05,KEYCAP-SET,4,319.10,eu
2025-06-06,INVOICE-PAD,1,39.87,apac
2025-07-07,WIDGET-1,10,229.19,west
2025-08-08,WIDGET-PRO,1,26.23,east
2025-09-09,CABLE-USB,5,266.49,north
2025-10-10,DOCK-HDMI,10,802.50,south
2025-11-11,KEYCAP-SET,5,130.72,eu
2025-12-12,INVOICE-PAD,7,137.91,apac
2025-01-13,WIDGET-1,13,1016.60,west
2025-02-14,WIDGET-PRO,7,290.79,east
2025-03-15,CABLE-USB,4,249.98,north
2025-04-16,DOCK-HDMI,4,23.10,south
2025-05-17,KEYCAP-SET,13,240.85,eu
2025-06-18,INVOICE-PAD,1,8.94,apac
